,R,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Key,P/B,시작,종지,다음코드,Tempo,Inversion,,,,artist,Ban,Level,Chromatic Scale,Tension,Complexity,,코드 다양,코드 다양(3화음),코드 바뀜,코드 바뀜(3화음 기준),한마디 코드수,한마디 코드수(3화음),AY~BB,EvoM,Alternative,Country,folk,pop,Dance,EDM,Techno,Rock,E-listening,Classic,Ballad,RnB/Soul,Soul,R+S,Funk,Disco,Nu Disco,Hip Hop 1,Hip Hop 2,Boombap,Trap,Jazz,Lofi,K-pop,Trot,Ppong,T+P,Children,,15634,1564,6415,1364,6545,1645,1465,1545,12151,4536,3625,6251,1214,4125,44m1,5415,1451,42151,15471,678,선택안됨,이별,사랑,인생,향수,자연,기타,,,,,,,,,,,,,,,d
Sorry,F,,,,,,,,Am_7,,,,,,,,G,,,,,,,,,,,,,,,,F,,,,,,,,Am_7,,,,,,,,G,,,,,,,,,,,,,,,,F,,,,,,,,Am_7,,,,,,,,G,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,F,,,,,,,,G,,,,,,,,F,,,,,,0.0%,,,Sorry,Justin Bieber,,1,0%,4%,2%,609,#DIV/0!,5,23,23,#DIV/0!,3,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Sorry,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Strobe - 1?,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_6,,,,,,,,,,,,,,,,G,,,,,,,,Am,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am_7,,,,Am,,,,,,0.0%,,,Strobe - 1?,,,2,0%,3%,2%,610,#DIV/0!,6,14,14,#DIV/0!,3,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Strobe - 1?,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Strobe - 2?,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_6,,,,,,,,,,,,,,,,G,,,,,,,,Am,,,,,,,,Am_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,Am,,,,,,0.0%,,,Strobe - 2?,,,2,0%,7%,3%,611,#DIV/0!,6,14,14,#DIV/0!,3,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Strobe - 2?,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Summit - 1,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Summit - 1,Skrillex,,1,0%,0%,0%,612,#DIV/0!,3,3,3,#DIV/0!,2,#DIV/0!,,,,,,o,o,o,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Summit - 1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Summit - 2,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Summit - 2,Skrillex,,1,0%,0%,0%,613,#DIV/0!,5,7,7,#DIV/0!,3,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Summit - 2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Sweet Nothing,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,F,,,,,,0.0%,,,Sweet Nothing,Calvin Harris,,1,0%,0%,0%,614,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Sweet Nothing,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Take Over Control,Am,,,,,,,,G,,,,,,,,C,,,,,,,,,,,,,,,,Em/5,,,,,,,,G,,,,,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,,,G,,,,,,,,C,,,,,,,,,,,,,,,,Em/5,,,,,,,,G,,,,,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,12.5%,,,Take Over Control,Afrojack,,1,0%,0%,0%,615,#DIV/0!,5,23,23,#DIV/0!,3,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Take Over Control,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Take U There,C,,,,,,,,,,,,,,,,F_s6,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F_s6,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Take U There,Jack U,,1,0%,5%,3%,616,#DIV/0!,4,11,11,#DIV/0!,2,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Take U There,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
The Sky,F,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,C/3,,,,C_M7/7,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,C/3,,,,C_M7/7,,,,F,,,,,,12.5%,,,The Sky,Mat Zo,,,15%,1%,8%,617,#DIV/0!,6,15,15,#DIV/0!,3,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,The Sky,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
This Is What You Came For,Am,,,,,,,,,,,,,,,,F/3,,,,,,,,,,,,,,,,Am_9_s4,,,,,,,,,,,,,,,,Am_7,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F/3,,,,,,,,,,,,,,,,Am_9_s4,,,,,,,,,,,,,,,,Am_7,,,,,,,,,,,,,,,,Am,,,,,,25.0%,,,This Is What You Came For,Calvin Harris,,1,0%,20%,10%,618,#DIV/0!,3,15,15,#DIV/0!,2,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,This Is What You Came For,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Titanium,F,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Titanium,David Guetta,,2,0%,0%,0%,619,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Titanium,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
To U,Am,,,,,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,F,,,,,,,,G_s2,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,Em,,,,,,,,,,,,Dm_7,,,,,,,,,,,,,,,,F,,,,,,,,G_s2,,,,,,,,Am,,,,,,0.0%,,,To U,Jack U,,2,0%,8%,4%,620,#DIV/0!,6,19,19,#DIV/0!,3,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,To U,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Tolouse,Am,,,G,,,F,,,,,,,,,,,,,,,,,,Dm_7,,,,,,F,,,,,G,,,Am,,,,,,,,,,,,,,,G,,,Am,,,,,,,,Am,,,G,,,F,,,,,,,,,,,,,,,,,,Dm_7,,,,,,F,,,,,G,,,Am,,,,,,,,,,,,,,,G,,,Am,,,,,,,,Am,,,,,,0.0%,,,Tolouse,Nicky Romero,,2,0%,2%,1%,621,#DIV/0!,3,11,11,#DIV/0!,2,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Tolouse,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Two To One,Dm,,,,,,,,C,,,,,,F_2,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,Dm,,,,,,,,C,,,,,,F_2,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,Dm,,,,,,0.0%,,,Two To One,Adam Szabo,,2,0%,6%,3%,622,#DIV/0!,4,11,11,#DIV/0!,3,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Two To One,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Under Control,F,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,F,,,,,,0.0%,,,Under Control,Calvin Harris Alesso,,1,0%,0%,0%,623,#DIV/0!,3,7,7,#DIV/0!,2,#DIV/0!,,,,,,o,o,,,,,,,,,,,,,#DIV/0!,,,,,,,,0,,Under Control,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Godzilla,Am,,,,,,,,Am/3,,,,,Bhdim,,,Am,,,,,,,,Am/3,,,,,Bhdim,,,Am,,,,,,,,Am/3,,,,,Bhdim,,,Am,,,,,,,,C_aug_M7,,,,,E/5,,,Am,,,,,,,,Am/3,,,,,Bhdim,,,Am,,,,,,,,Am/3,,,,,Bhdim,,,Am,,,,,,,,Am/3,,,,,Bhdim,,,Am,,,,,,,,C_aug_M7,,,,,E/5,,,Am,,,,,,28.1%,,,Godzilla,Eminem,,3,3%,6%,4%,624,#DIV/0!,4,31,31,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Godzilla,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
The Box,Em,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am_7,,,,,,,,,,,,,,,,D/5,,,,Bm_7,,,,D/3,,,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am_7,,,,,,,,,,,,,,,,D/5,,,,Bm_7,,,,D/3,,,,,,,,Em,,,,,,18.8%,,,The Box,roddy ricch,,1,8%,6%,7%,625,#DIV/0!,6,15,15,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,The Box,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Psycho pt2,F_M9,,,,,,,,,,,,,,,,Em_11,,,,,,,,,,,,,,,,F_M9,,,,,,,,,,,,,,,,Em_11,,,,,,,,,,,,,,,,F_M9,,,,,,,,,,,,,,,,Em_11,,,,,,,,,,,,,,,,F_M9,,,,,,,,,,,,,,,,Em_11,,,,,,,,,,,,,,,,F,,,,,,0.0%,,,Psycho pt2,Russ,,1,0%,40%,20%,626,#DIV/0!,3,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,,,,,,,0,,Psycho pt2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Life Is Good 1,Am,,,,,,,,,,,,,,,,Em/3,,,,,,,,,,,,,,,,F_s6,,,,,,,,,,,,,,,,Em/5,,,Em/3,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Em/3,,,,,,,,,,,,,,,,F_s6,,,,,,,,,,,,,,,,Em/5,,,Em/3,,,,,,,,,,,,,Am,,,,,,50.0%,,,Life Is Good 1,Future,,1,0%,5%,3%,627,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Life Is Good 1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Life Is Good 2,Am,,,,,,,,,,,,,,,,,,,,,,,F/3,,,F,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,F/3,,,F,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,F/3,,,F,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,F/3,,,F,,,,,,Am,,,,,,9.4%,,,Life Is Good 2,Future,,2,0%,0%,0%,628,#DIV/0!,2,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Life Is Good 2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Psycho,C_M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F_M9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C_M7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F_M9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Psycho,Post malone,,1,0%,30%,15%,629,#DIV/0!,3,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,o,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Psycho,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Congratulations,F_M9,,,,,,,,,,,,,,,,C_M7,,,,,,,,,,,,,,,,F_M9,,,,,,,,,,,,,,,,C_M7,,,,,,,,,,,,,,,,F_M9,,,,,,,,,,,,,,,,C_M7,,,,,,,,,,,,C_M7/5,,,,F_M9,,,,,,,,,,,,,,,,C_M7,,,,,,,,,,,,C_M7/5,,,,F,,,,,,6.3%,,,Congratulations,Post malone,,1,0%,30%,15%,630,#DIV/0!,3,17,17,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Congratulations,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Wow,Am,,,,,,,,,,Am/3,,F/3,,Am,,,,,,,,,,,,Am/3,,F/3,,Am,,,,,,,,,,,,Am/3,,F/3,,Em,,,,,,,,,,,,Em/3,,,,,,Am,,,,,,,,,,Am/3,,F/3,,Am,,,,,,,,,,,,Am/3,,F/3,,Am,,,,,,,,,,,,Am/3,,F/3,,Em,,,,,,,,,,,,Em/3,,,,,,Am,,,,,,28.1%,,,Wow,Post malone,,1,0%,0%,0%,631,#DIV/0!,3,15,15,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Wow,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
White Iverson,F_2,,,,,,,,,,,,,,,,,,,,G_2,,,,,,,,,,,,C_M7,,,,,,,,,,,,,,,,,,,,C_M7/5,,,,,,,,,,,,F_2,,,,,,,,,,,,,,,,,,,,G_2/5,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,C_M7/5,,,,,,,,,,F,,,,,,26.6%,,,White Iverson,Post malone,,1,0%,17%,8%,632,#DIV/0!,4,13,13,#DIV/0!,2,#DIV/0!,o,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,v,,,,0,,White Iverson,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Take What You Want,Am,,,,,,,,Em/5,,,,,,,,C,,,,,,,,F,,,,,,,,Am,,,,,,,,F#hdim,,,,,,,,F,,,,,,,,E_7,,,,,,,,Am,,,,,,,,Em/5,,,,,,,,C,,,,,,,,F,,,,,,,,Am,,,,,,,,F#hdim,,,,,,,,F,,,,,,,,E_7,,,,,,,,Am,,,,,,12.5%,,,Take What You Want,Post malone,,3,5%,5%,5%,633,#DIV/0!,7,31,31,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Take What You Want,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Rockstar,Am,,,,,,,,Am_4,,,,,,,,Am,,,,,,,,Am_2_s4,,Am_2/3,,,,,,F_M7,,,,,,,,F_6,,,,,,,,F,,,,,,,,F_6_s#4,,,,,,,,Am,,,,,,,,Am_4,,,,,,,,Am,,,,,,,,Am_2_s4,,Am_2/3,,,,,,F_M7,,,,,,,,F_6,,,,,,,,F,,,,,,,,F_6_s#4,,,,,,,,Am,,,,,,9.4%,,,Rockstar,Post malone,,1,0%,16%,8%,634,#DIV/0!,3,31,31,#DIV/0!,2,#DIV/0!,,,,,,,,o,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Rockstar,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Goodbyes,C,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Goodbyes,Post malone,,4,5%,5%,5%,635,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Goodbyes,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
I Don't Like,Am,,,,,,Dm_9,,,,E_b9/3,,,,,,Am,,,,,,Dm_9,,,,E_b9/3,,,,,,Am,,,,,,Dm_9,,,,E_b9/3,,,,,,Am,,,,,,Dm_9,,,,E_b9/3,,,,,,Am,,,,,,Dm_9,,,,E_b9/3,,,,,,Am,,,,,,Dm_9,,,,E_b9/3,,,,,,Am,,,,,,Dm_9,,,,E_b9/3,,,,,,Am,,,,,,Dm_9,,,,E_b9/3,,,,,,Am,,,,,,37.5%,,,I Don't Like,Chief Keef,,3,8%,25%,16%,636,#DIV/0!,2,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,o,,,,,0,,I Don't Like,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Love Sosa,Am,,,,,,,,F/3,,,,F,,,,Am,,,,,,,,F/3,,,,F,,,,Am,,,,,,,,F/3,,,,F,,,,Am,,,,,,,,F/3,,,,F,,,,Am,,,,,,,,F/3,,,,F,,,,Am,,,,,,,,F/3,,,,F,,,,Am,,,,,,,,F/3,,,,F,,,,Am,,,,,,,,F/3,,,,F,,,,,O,,,,,25.0%,,,Love Sosa,,,1,0%,0%,0%,637,#DIV/0!,4,31,31,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Love Sosa,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Trap Queen,Am,,,,,,G,,,,Em,,,,,,Am,,,,,,G,,,,Em,,,,Em/5,,Am,,,,,,G,,,,Em,,,Em/3,,,Dm,,,Em,,,C,,,,Dm_7_s2,,,Am/5,,,Am,,,,,,G,,,,Em,,,,,,Am,,,,,,G,,,,Em,,,,Em/5,,Am,,,,,,G,,,,Em,,,Em/3,,,Dm,,,Em,,,C,,,,Dm_7_s2,,,Am/5,,,Am,,,,,,12.5%,,,Trap Queen,,,2,0%,3%,1%,638,#DIV/0!,3,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Trap Queen,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
679,F,,,,F,,Em,,,,,,,,,,Am,,,,,,C,,,,,,,C/3,,,F,,,,F,,Em,,,,,,,,,,Am,,,,,,C,,,,,,C/3,,,,F,,,,F,,Em,,,,,,,,,,Am,,,,,,C,,,,,,,C/3,,,F,,,,F,,Em,,,,,,,,,,Am,,,,,,C,,,,,,C/3,,,,Am,O,,,,,10.9%,,,679,,,1,0%,0%,0%,639,#DIV/0!,4,17,17,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,679,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Mask Off,Am,,,,,,Dm,,,,,,,,,,Em,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,Em,,,,,,Am,,,,,,,,,,Am,,,,,,Dm,,,,,,,,,,Em,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,Em,,,,,,Am,,,,,,,,,,Am,,,,,,0.0%,,,Mask Off,,,1,0%,0%,0%,640,#DIV/0!,3,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Mask Off,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
9021(?),Em,,,,,,,,,,,,Em_7,,,,F,,,,,,,,Dm,,,,Dm_7,,,,Em,,,,,,,,,,,,Em_7,,,,F,,,,,,,,Dm,,,,Dm_7,,,,Em,,,,,,,,,,,,Em_7,,,,F,,,,,,,,Dm,,,,Dm_7,,,,Em,,,,,,,,,,,,Em_7,,,,F,,,,,,,,Dm,,,,Dm_7,,,,Em,,,,,,0.0%,,,9021(?),,,1,0%,5%,3%,641,#DIV/0!,4,27,23,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,9021(?),,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
No Hands,Am,,,,,,G/3,,,,,,,,,,C_6,,,,,,G,,,,,,,,,,Am,,,,,,G/3,,,,,,,,,,C_6,,,,,,G,,,,,,,,,,Am,,,,,,G/3,,,,,,,,,,C_6,,,,,,G,,,,,,,,,,Am,,,,,,G/3,,,,,,,,,,C_6,,,,,,G,,,,,,,,,,Am,,,,,,31.3%,,,No Hands,,,1,0%,4%,2%,642,#DIV/0!,3,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,No Hands,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Headlines,Dm,,,,,,,,Em,,,,,,,,F,,,,,,,,,,,,Em,,,,Dm,,,,,,,,Em,,,,,,,,F,,,,,,,,,,,,Em,,,,Dm,,,,,,,,Em,,,,,,,,F,,,,,,,,,,,,Em,,,,Dm,,,,,,,,Em,,,,,,,,F,,,,,,,,,,,,Em,,,,F,O,,,,,0.0%,,,Headlines,Drake,,2,0%,0%,0%,643,#DIV/0!,4,27,27,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Headlines,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Marvin's Room,F,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,0.0%,,,Marvin's Room,Drake,,1,0%,0%,0%,644,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,,,,,,,0,,Marvin's Room,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Pop Style,Am,,,,,,,,G#dim,,,,,,,,Am,,,,,,,,G#dim,,,,,,,,Am,,,,,,,,G#dim,,,,,,,,F,,,,,,,,G#dim,,,,,,,,Am,,,,,,,,G#dim,,,,,,,,Am,,,,,,,,G#dim,,,,,,,,Am,,,,,,,,G#dim,,,,,,,,F,,,,,,,,G#dim,,,,,,,,Am,,,,,,0.0%,,,Pop Style,Drake,,3,10%,10%,10%,645,#DIV/0!,4,31,31,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,Pop Style,,,,,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duppy Freestyle,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Duppy Freestyle,Drake,,1,0%,0%,0%,646,#DIV/0!,4,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,v,,,,,,,0,,Duppy Freestyle,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
In My Feelings,F,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,0.0%,,,In My Feelings,Drake,,1,0%,0%,0%,647,#DIV/0!,2,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,In My Feelings,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
straight coolin,Em,,,,,,,,,,,,,,,,G,,,,,,,,F,,,,,,,,Em,,,,,,,,,,,,,,,,G,,,,,,,,C,,,,,,,,Em,,,,,,,,,,,,,,,,G,,,,,,,,F,,,,,,,,Em,,,,,,,,,,,,,,,,,,,,,,,,Dm_7,,C,,Em/5,,Am,,Em,,,,,,1.6%,,,straight coolin,Freebeats.io,,2,0%,0%,0%,648,#DIV/0!,7,21,21,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,o,#DIV/0!,,v,,,,,,0,,straight coolin,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
